-- dump date   	20080125_165742
-- class       	Genbank::Feature
-- table       	feature_names
-- id	names
NP_414610.1	16128062	alternate
NP_414610.1	NP_414610.1	alternate
NP_414610.1	ECK0069	alternate
NP_414610.1	yabL	alternate
NP_414610.1	thiB	alternate
NP_414610.1	sfuA	alternate
NP_414610.1	JW0067	alternate
NP_414610.1	16128062	alternate
NP_414610.1	946306	alternate
NP_414610.1	b0068	alternate
NP_414610.1	NP_414610	alternate
NP_414611.1	sgrR	primary
NP_414611.1	b0069	alternate
NP_414611.1	944788	alternate
NP_414611.1	16128063	alternate
NP_414611.1	NP_414611.1	alternate
NP_414611.1	ECK0070	alternate
NP_414611.1	JW0068	alternate
NP_414611.1	yabN	alternate
NP_414611.1	16128063	alternate
NP_414611.1	944788	alternate
NP_414611.1	b0069	alternate
NP_414611.1	NP_414611	alternate
YP_025293.1	setA	primary
YP_025293.1	b0070	alternate
YP_025293.1	944793	alternate
YP_025293.1	49175994	alternate
YP_025293.1	YP_025293.1	alternate
YP_025293.1	ECK0072	alternate
YP_025293.1	JW0069	alternate
YP_025293.1	yabM	alternate
YP_025293.1	49175994	alternate
YP_025293.1	944793	alternate
YP_025293.1	b0070	alternate
YP_025293.1	YP_025293	alternate
NP_414613.1	leuD	primary
NP_414613.1	b0071	alternate
NP_414613.1	945642	alternate
NP_414613.1	16128065	alternate
NP_414613.1	NP_414613.1	alternate
NP_414613.1	ECK0073	alternate
NP_414613.1	JW0070	alternate
NP_414613.1	16128065	alternate
NP_414613.1	945642	alternate
NP_414613.1	b0071	alternate
NP_414613.1	NP_414613	alternate
NP_414614.1	leuC	primary
NP_414614.1	b0072	alternate
NP_414614.1	945076	alternate
NP_414614.1	16128066	alternate
NP_414614.1	NP_414614.1	alternate
NP_414614.1	ECK0074	alternate
NP_414614.1	JW0071	alternate
